customer_id,customer_name,contact_name,address_line1,address_line2,city,state,zip_code,phone,email,region,industry_code,segment,customer_type,credit_limit,credit_used,payment_terms,credit_status,account_status,created_date,updated_date,updated_time,updated_by
100030,"Glass, Cunningham and Reid",Sharon Burton,1774 Vargas Knoll,Apt. 477,North Miguelport,CA,84998,9986798079,dmason@garcia-nolan.com,SE,CON,T,R,4450.0,,,1,1,,,,NSON
100031,Wright Group,Kelly Bishop MD,6590 Jones Court Suite 449,,West Christopher,TN,19038,4629148652,andrew42@peterson.com,NE,HLT,S,R,14066.0,,,2,0,2012-12-20,,,H
100032,Romero PLC,Sophia Johnson,296 Francis Village Apt. 706,,Ericabury,NV,80532,7383473597,mburch@taylor.com,SW,HOS,T,R,1158.0,,,0,0,2022-12-21,2025-02-26,,SON
100033,Mitchell and Sons,Taylor Hernandez,37506 Randy Landing Apt. 615,Apt. 051,Laceyberg,AZ,38102,2779010432,srodriguez@turner.com,WE,HOS,S,R,9176.0,,,2,0,2030-12-30,,,TH
100034,Copeland Group,Alexis Robertson,246 Christina Garden,,Lopezland,NC,47766,8888806706,kristina53@sandoval.com,SE,HLT,T,R,7658.0,,,1,0,2007-12-11,2023-04-08,,SON
100035,"Thompson, Maxwell and Marshall",Lynn Cain,704 Bradley Flats,Apt. 548,Haysside,NJ,33703,3450541566,tylerjimenez@adams.biz,SW,MFG,T,R,6442.0,,,1,0,2010-12-30,2026-02-15,,SON
100036,Garcia-Murphy,Jeremy Robbins,757 Jessica Knoll,Suite 401,Coxburgh,AK,19215,213556909,scott19@moreno.com,NE,FIN,M,R,86694.0,,,1,1,1903-12-31,,,NSON
100037,"Lopez, Holmes and Mcintyre",Reginald Padilla,473 Derek Cliffs,Suite 271,Elizabethland,OH,71564,4225831323,tanner82@henson.info,SE,RET,M,R,50313.0,,,0,0,2028-12-21,,,NSON
100038,Martinez LLC,Joanna Frazier,89226 Marie Path Apt. 422,,Sarahbury,MI,68513,1438424981,georgeweber@morgan.com,WE,TRN,M,G,40118.0,,,2,0,2008-12-20,,,NSON
100039,Curtis-Wang,Mark Jimenez,473 Evans Cliffs Apt. 276,,Marshallmouth,PA,19331,5562588153,gwright@roberts.org,MW,TRN,E,R,368132.0,,,2,0,2017-12-30,2021-04-11,,NSON
100040,Peck-Griffith,Christopher Ferrell,4701 Wagner Garden Apt. 950,,West Troyfort,LA,70846,1624565060,angela16@cole.org,WE,HOS,E,R,488995.0,,,2,0,,,,TH
100041,Brooks-Hatfield,Holly Thomas,000 Jennifer Unions Suite 872,Apt. 595,South Vicki,WA,39722,8887947055,laura09@baker-rios.org,WE,TRN,T,R,3041.0,,,2,1,,,,NSON
100042,Warren Ltd,Sarah Hernandez,91307 Barnes Loop,,South Warren,RI,62315,2838578652,erica49@lee-wright.net,SE,RET,S,R,17423.0,,,1,1,2010-12-21,,,EM
100043,Bush-Vaughn,John Castro DVM,1986 Cardenas Trail Apt. 404,,West Sandraview,WA,63294,3848421993,danawilliams@rivera-kennedy.com,SE,FIN,S,R,24879.0,,,2,1,2014-12-21,2017-07-01,,SON
100044,Delgado-Gilmore,Matthew Avila,4019 Amanda Stream Apt. 262,Apt. 672,Nancytown,ME,74944,5478872874,jessicawong@lopez.org,SE,HLT,S,R,15983.0,,,2,1,,,,H
100045,"Prince, Wilcox and Robertson",Michael Lopez,5304 Young Terrace,Suite 549,West Desireebury,AR,88029,7426841459,vhernandez@brooks.net,SE,MFG,M,R,87277.0,,,1,1,,,,EM
100046,"Fischer, Marks and Miller",Michael Miller,88398 Franklin Walk,,Wilsonborough,VT,76935,1870728679,jennifer64@reese.com,SW,FIN,M,R,25726.0,,,2,0,2007-12-20,,,H
100047,Michael Inc,Mrs. Donna White,656 Kane Lane,,Millerside,DC,86161,1286823004,pmorrow@reed-hill.com,SE,HLT,S,R,20225.0,,,0,0,,2031-03-08,,EM
100048,Allen Inc,Andrew Harper,06738 Karen Trail,Apt. 284,Port Sabrina,OK,42300,3428364408,wwilliams@powers.biz,SW,HOS,S,R,10215.0,,,1,1,2011-12-30,,,H
100049,"Wells, Atkinson and Turner",Renee Melendez,8826 Jonathan Isle Apt. 751,Apt. 046,Port Charlesshire,VA,88509,7354033173,andrearowe@owens-wong.com,SW,RET,M,R,35155.0,,,0,1,1906-12-11,,,EM
100050,Lang Ltd,Ryan Rocha,6093 Allen Plaza Suite 423,,Jerryshire,MP,32709,8547772522,warrenmary@landry.com,SW,TEC,E,R,133674.0,,,1,0,,2015-02-08,,WN
100051,Jones and Sons,Jonathan Brooks,700 Smith Pines Suite 840,Suite 211,East James,NC,33585,4615679334,jgray@brown-smith.com,SW,ENR,E,G,110240.0,,,2,0,2027-12-21,,,NSON
100052,Knight-Hodge,Joseph Williams,974 Sandra Spur,,Rachelshire,TN,04813,5039261429,patrick21@mcgee.com,SW,HOS,M,R,96582.0,,,2,0,,,,WN
100053,"Sanders, Ayala and Johnson",Willie Henry,662 Miller River Suite 311,,Ericberg,WA,51569,5110475412,ghawkins@garcia-davis.net,SW,TEC,E,R,166913.0,,,2,0,2015-12-20,,,EM
100054,Smith-Gutierrez,Misty Hansen,826 Dominic Hollow,,Trevorland,GA,57474,6471543799,kevinrush@skinner-james.com,SW,TEC,S,R,10954.0,,,1,0,2024-12-21,,,WN
100055,"Mccann, Taylor and Flores",Christina Edwards,4793 Bennett Viaduct Suite 519,Apt. 982,Lake Stevenborough,NV,38686,6724342661,sferguson@stephens-gibbs.com,SW,CON,M,R,80255.0,,,2,0,,2004-04-25,,H
100056,Rodriguez and Sons,Heather Holland,656 Alex Green,Apt. 888,South Neil,NH,89571,5071461125,adrianabailey@kim.info,MW,RET,S,R,6319.0,,,1,1,2020-12-21,,,TH
100057,Johnson LLC,Megan Martin,282 Castro Mountain,,Port Richard,HI,24931,6093796603,lloydamanda@nguyen-ellis.com,SW,HLT,S,R,12142.0,,,2,0,,2003-11-30,,SON
100058,Harper-Carr,Hannah Bruce,499 Emily Island,Apt. 341,West Heather,NY,51417,9296627828,jacobwilkinson@brown.com,NE,TEC,S,G,8542.0,,,2,1,2027-12-30,,,WN
100059,"Simpson, Cohen and Perry",Katherine Miller,40438 Jackson Mount,Suite 881,West Kimberlystad,ND,99694,7836134074,rowejoel@matthews.biz,NE,ENR,M,R,56830.0,,,1,1,1919-12-20,,,H
100060,Trujillo PLC,Douglas Ryan,449 Farley Passage Apt. 260,,Michelleberg,UT,17893,2536729466,rrobertson@mayer.com,WE,MFG,S,R,19037.0,,,0,1,1929-12-30,,,TH
100061,Simon Group,Melissa Horn,63745 Morgan Ports Apt. 975,Apt. 017,North Sarahburgh,NV,60337,6324241541,ugarrett@fischer.com,NE,FIN,S,G,20064.0,,,2,0,2001-12-20,,,H
100062,Stone Group,Michael Montoya,271 Patrick Street Apt. 155,Suite 262,North Alyssa,AL,80496,7532697311,bbell@moody-wright.com,WE,PRO,M,R,60179.0,,,0,0,2016-12-10,,,TH
100063,Maxwell-Vaughn,Mary Turner,640 Troy Creek,,South Danielle,CA,69744,5526965827,smithjason@fry.net,SW,ENR,M,R,74674.0,,,2,0,2028-12-30,,,SON
100064,Miles-Miller,Lisa Ramirez,83285 Willis Track Apt. 463,,East Christopherchester,DE,59925,4210202758,david41@rogers.com,MW,TRN,S,R,24534.0,,,2,0,2013-12-30,,,SON
100065,"Jones, Gibson and Ward",Mr. Jacob Scott Jr.,80003 Thomas Lights,Apt. 208,Walkerbury,MT,94910,4195180238,xcline@murphy-tran.com,SW,HOS,E,R,462078.0,,,2,1,2007-12-30,,,TH
100066,"Dean, Marshall and Vargas",Raymond Gonzalez DVM,06038 Fields Square,,West Aaronfurt,PR,97242,1383670241,xhaynes@villegas-miller.com,SE,CON,E,R,293472.0,,,2,0,2030-12-30,,,H
100067,"Bradley, Graham and Brandt",Dean Edwards,557 Hall Flats Apt. 912,,East Shannonmouth,MT,16326,3747411249,christopherwright@foster-williams.com,SW,CON,S,R,12554.0,,,1,0,2005-12-20,,,H
100068,Bond-Hawkins,Anna Garcia,00323 Watson Roads,Apt. 994,North Wendyborough,MH,85171,2151070296,lvega@lewis-lopez.com,SE,RET,S,R,20866.0,,,0,0,2007-12-20,,,EM
100069,"Sanchez, Phillips and Jenkins",Amy Ramirez,3838 Veronica Tunnel,Suite 787,Robertahaven,MD,51406,2059304078,craigsandoval@ferguson-moody.com,SE,CON,S,R,10879.0,,,1,1,,2011-01-31,,NSON
100070,Kelly-Combs,Casey Watkins,059 Anna Field Suite 842,,Johnsonton,IN,79362,870593252,brendastark@mathis.com,MW,TEC,E,R,494679.0,,,1,1,2002-12-30,,,NSON
100071,Rogers LLC,Christopher Fry,528 Walker Radial Apt. 644,,East Jessica,UT,75583,9029593917,michaelflores@mcclure.com,SE,MFG,S,R,20654.0,,,1,0,2006-12-21,,,TH
100072,Bell Inc,Amber Kim,67658 Garcia Neck Apt. 271,,West Andrewview,CT,10226,2621815997,gmoore@harris-lee.net,SE,TEC,S,R,14956.0,,,0,1,2011-12-31,,,WN
100073,Evans-Davis,Joshua Henry,0614 Gonzalez Burg,Apt. 241,Anthonyport,WY,52597,7418625652,omarshall@elliott-hernandez.com,SE,HOS,S,R,19507.0,,,0,1,2027-12-10,,,NSON
100074,"Perez, Brown and Hughes",Tracie Mcdaniel,374 Ralph Walk Apt. 898,,North Stacy,NV,23160,3320616329,hughesray@gates-stone.com,NE,RET,S,R,13671.0,,,1,0,,,,TH
100075,Rodriguez-Hernandez,Lauren Hanna,91485 Baker Shoal,,Armstrongfort,AZ,23071,6299606530,morganlaura@ramirez-vasquez.com,WE,PRO,M,R,55340.0,,,1,0,,,,WN
100076,"Ramos, Petersen and Adams",Matthew Lopez,7850 Cameron Station,,Taylorhaven,FM,75038,2330307053,hreid@johnson.com,MW,ENR,E,R,203714.0,,,1,0,,,,SON
100077,Martin-Kline,Melissa Mitchell,29333 Joseph Lodge Apt. 072,Apt. 903,Charleneport,VT,93479,6657437489,hunteileen@hoffman-wheeler.com,NE,MFG,T,R,6039.0,,,1,1,1909-12-20,,,NSON
100078,Davidson-Hensley,Michael Stafford,28309 Guerrero Springs Apt. 074,Suite 666,New Jeanshire,GU,25393,3875842824,jessica82@lam.com,WE,HOS,S,R,7635.0,,,0,0,2008-12-31,,,EM
100079,Watson-Richards,Bruce Brown,3816 Gutierrez Ways,,East Victoria,MA,54134,2521752500,barbaramoore@anderson.biz,WE,ENR,M,G,60325.0,,,2,0,2003-12-30,2017-08-03,,EM
100080,Ferguson Ltd,Adrian Morris,03354 Curtis Parkway,Suite 210,Stacymouth,VA,68696,6257532603,lawrencegary@dawson-conner.biz,SE,ENR,S,R,21112.0,,,1,0,,,,NSON
100081,Wheeler Inc,Martha Smith,7618 Wells Drives,Apt. 046,Lake Abigailberg,MT,14252,4117393483,benjamincrawford@watts.com,MW,FIN,S,R,14444.0,,,1,0,2022-12-20,,,WN
100082,Conley Ltd,Travis Chan Jr.,3744 Williams Via,,Port Benjamin,LA,47715,6110022557,lisa21@ross-bryant.biz,NE,FIN,E,R,100603.0,,,0,0,2004-12-30,,,TH
100083,Wilson Ltd,Vicki Richard,9797 Cheryl Tunnel,,Cherylberg,NJ,64480,6701450899,reynoldsjessica@reed-rhodes.biz,SW,PRO,M,R,51680.0,,,1,0,2001-12-11,,,WN
100084,"Brown, Schneider and Moore",Sarah Booth,5354 William Plaza,,Powellbury,CO,60675,9717751701,petersenlatoya@walsh.info,NE,ENR,T,R,3594.0,,,2,0,,,,TH
100085,Richard LLC,Lisa Kennedy,711 Aaron Knoll Suite 885,Apt. 027,Port Jennifer,VA,54137,4933163735,bartonshannon@lawrence.com,NE,PRO,M,G,45181.0,,,0,0,2030-12-21,,,H
100086,"Webb, Romero and Morse",Kenneth Cross,69958 Barnes Rest,Apt. 465,Shawnberg,DC,54600,8583339452,jennifer58@aguilar-bender.biz,SW,RET,M,R,43958.0,,,2,1,,,,H
100087,Stokes-Mills,Charles Santiago,2442 Hannah Hill,Apt. 805,Garciaside,VI,29901,3840666580,ogreer@mckinney.org,MW,FIN,T,R,9318.0,,,1,0,2021-12-20,,,NSON
100088,Thompson-Fleming,Christopher Palmer,64842 Brandy Glens Apt. 572,,East Sarahton,WI,82469,7985158328,zdaniels@bailey.com,SW,TEC,S,R,20870.0,,,0,1,1916-12-20,2008-07-25,,WN
100089,"Moreno, Barajas and Colon",Mrs. Maureen Griffin,56164 Johnson Path,,Williehaven,NV,64307,4358112880,nhouston@poole.biz,SE,RET,S,R,12653.0,,,2,1,,,,H
100090,Johnson Ltd,Brandon Brown,193 Russell Mission Suite 650,,Nunezside,AL,84573,9015814491,bshort@moore-robinson.biz,SE,PRO,T,G,3068.0,,,2,0,,2014-04-24,,WN
100091,"Thomas, Byrd and Sloan",Monica Brooks,821 Adam Ranch,Suite 881,Jasonstad,IL,54588,2239431290,robertscarlos@gonzalez.info,NE,TEC,E,R,443293.0,,,1,0,,1922-09-05,,NSON
100092,Garcia PLC,Corey Tucker,492 Aguirre Meadow Apt. 053,,Lake Jodi,NE,36765,2577754781,michele28@baker.com,NE,TRN,M,R,94942.0,,,2,0,,2017-06-17,,WN
100093,"Johnson, Perkins and Sullivan",Susan Arnold,256 Patricia Radial Suite 278,,South Michaeltown,TN,31811,8272299275,bryanwood@barnett.com,NE,RET,T,R,5708.0,,,2,0,2003-12-30,2010-02-22,,TH
100094,Hooper LLC,Warren Schultz,498 Nicholas Lane Suite 918,Suite 638,Gomezstad,NM,63692,8272318432,guerrerorobert@cortez-olson.info,NE,PRO,S,R,14812.0,,,2,0,2004-12-31,,,NSON
100095,Johnson-Williams,Candace Soto,202 Nielsen Path,,Greeneshire,SC,02941,1379772369,gary57@garza.com,SE,HOS,M,R,48600.0,,,2,0,2013-12-20,,,WN
100096,"Barnes, Hernandez and Davis",Lucas Williams,72980 Boyd Land,,Lake Alyssabury,AS,63693,5991624731,ascott@manning.net,WE,TEC,S,R,13322.0,,,2,1,1902-12-21,,,WN
100097,Ortiz-Rodriguez,Kevin Green,594 Fischer Loop Suite 258,,Kingport,OK,45636,2137213865,paulfields@morrow.org,SE,HLT,T,R,6661.0,,,2,0,2022-12-30,,,NSON
100098,Lynch Ltd,William Mendez,902 Gonzales Flats Suite 309,,New Gavin,AZ,47652,214656693,dunnjessica@herman.com,SW,PRO,S,R,17496.0,,,0,1,2013-12-11,,,NSON
100099,Andrews-Green,Brian Jones,1848 Benson Lane Suite 357,Suite 907,West Carlosbury,TX,92405,5658804341,thomasgomez@adams.com,SW,CON,E,R,459556.0,,,1,0,2004-12-30,2001-04-30,,H
100100,Clark-Harris,Luke Moore,17908 Melanie Landing,Suite 794,Whitehaven,KY,52651,9208678085,wolfesteve@smith.com,MW,RET,S,R,16544.0,,,2,0,2011-12-30,,,H
100101,"Baker, Adams and Mullen",Clinton Coleman,556 Hayes Ports Apt. 931,Suite 386,Gonzalezberg,NJ,01777,6728857448,vaughnbrian@woods-soto.info,SE,HLT,S,G,6291.0,,,0,1,2021-12-31,2021-07-08,,NSON
100102,"Frederick, Scott and Smith",Sean Mccarty,982 Kelly Spring,,Hamptonmouth,FM,10778,9472256996,jeremy54@adams.info,MW,TRN,S,R,10755.0,,,1,0,,,,NSON
100103,"Sheppard, Gutierrez and White",Nicholas Stanley,26111 Kelley Burg,Suite 811,Christineland,SD,51598,3347228200,iproctor@dunn-taylor.net,SE,CON,S,G,20789.0,,,2,0,2023-12-21,,,TH
100104,"Wiley, Graham and Bowman",Susan Olson,74564 Kevin Alley,,West Justin,ND,01591,7406493085,kfoster@mclaughlin.com,SE,FIN,S,G,23262.0,,,1,1,2028-12-20,,,NSON
100105,"Aguirre, Cohen and Mitchell",Rhonda Gutierrez,24179 Nelson Road,,Lopeztown,FL,07006,2144270312,robert75@terry-johnson.com,MW,ENR,S,R,17172.0,,,1,0,,,,EM
100106,Jones-Harrison,Ryan Roth,36730 Steven Trail,,New Elizabethborough,NJ,51504,5208814743,youngryan@jackson.org,WE,RET,T,R,8606.0,,,0,0,2001-12-01,,,TH
100107,Perkins Ltd,Kyle Watson,27195 Brian Rue,,Lake Amanda,CT,16993,3585730652,ihansen@henry.com,SW,HLT,T,R,9807.0,,,0,0,2014-12-30,2027-04-25,,H
100108,"Martin, Schmidt and Cole",Kimberly Gibson,209 Parsons Garden Suite 186,,New Felicia,WI,72782,9456511810,daniellee@duncan.info,WE,TEC,S,R,8244.0,,,2,0,2016-12-31,,,NSON
100109,Walker-Robbins,Thomas Rios,0586 Bauer Centers,,Allisonland,MP,40334,3811386338,xreese@ray.biz,SW,PRO,E,G,290151.0,,,0,1,,,,H
100110,Wagner-Sandoval,Lindsay Mahoney,556 Mckenzie Islands Apt. 983,,Cannonview,MN,59798,6004908240,andrew48@hawkins.com,SE,HLT,M,G,84600.0,,,0,1,1903-12-20,2016-05-08,,EM
100111,"Wright, Scott and Evans",Laura Robinson,572 Petersen Spurs,,New Dawnton,VA,76035,1055661390,floresannette@shaw-walker.com,MW,RET,T,I,4362.0,,,0,1,2026-12-30,,,EM
100112,"Johnston, Davis and Reynolds",Brittany Rogers,086 Miller Parkway Suite 227,Apt. 769,New Christina,WA,69215,3146591166,melvin04@huerta.info,MW,TEC,M,R,25371.0,,,2,1,,,,SON
100113,Gonzalez LLC,Nicholas Miller,92405 Kevin Mountains,Apt. 538,East Amy,WV,34403,9206980420,brian01@guerrero-alvarado.com,NE,MFG,S,R,16738.0,,,2,1,,,,NSON
100114,"Hughes, Whitney and Romero",Stephanie Washington,38780 John Pines,Suite 576,North Michael,MI,47081,3840460843,christopherreyes@salazar.com,WE,HLT,E,R,349690.0,,,2,0,2021-12-31,,,TH
100115,"Murphy, Daniels and Clark",Joshua Mcbride,8262 Lonnie Point,,East Lonnieberg,VA,04365,6647423122,catherine93@hall.info,WE,MFG,S,R,22086.0,,,1,0,2012-12-10,,,TH
100116,"Brooks, Christian and Henry",Corey Johnson,6333 Gregory Mill,Suite 573,Sullivanton,PA,96882,5699988081,aprilfoster@williams.com,SW,HLT,T,R,8267.0,,,1,0,2018-12-20,,,SON
100117,Murray-Henderson,Amy Black,7181 Kimberly Square,,South Robert,NV,03766,7937145211,millspatrick@salazar.com,WE,HOS,E,R,299703.0,,,2,0,,,,EM
100118,"Huffman, Martin and Thomas",Amber Parker,2123 Cindy Glen Apt. 777,Apt. 973,New Donna,NH,54260,1990384983,delgadobenjamin@estrada.com,NE,HOS,S,R,12045.0,,,1,1,1923-12-21,,,NSON
100119,Martin LLC,Melissa Larson,9501 Morris Light,,Port Ronaldside,CA,38883,2145868339,webbhaley@mitchell.net,NE,TRN,S,R,13352.0,,,0,0,2023-12-30,,,WN
100120,"Hart, Stone and Welch",Christopher Lynch DDS,10713 Gutierrez Isle,Suite 830,Lake Juan,WY,09392,4885015569,markmorgan@mendoza.com,NE,FIN,E,R,487341.0,,,2,1,1920-12-31,,,EM
100121,"Huang, Ford and Olsen",Amy Meyer,803 Marsh Underpass Suite 124,,West Tonyaside,MP,22254,2914504617,javier42@brooks.com,NE,FIN,T,R,7929.0,,,2,0,,1919-10-07,,NSON
100122,Stein-Moore,John Russo,2182 Jenny Mount Suite 810,,Sarahland,MA,61695,1840943533,kendra14@moore.com,SE,PRO,M,R,39184.0,,,0,0,,1920-09-28,,NSON
100123,"Bell, Flores and Thomas",Diane Sanchez,9587 David Mountains,Apt. 160,South Philipshire,SC,90957,9545381792,pcollins@miranda.com,WE,ENR,S,R,23243.0,,,0,0,,2018-09-16,,H
100124,White-Stark,Scott Nguyen,17157 Singleton Haven Suite 992,,South Lisaville,MD,73396,4876963938,petersonlisa@reynolds.com,MW,TRN,M,R,48777.0,,,2,1,1905-12-31,,,SON
100125,Stevenson Ltd,Katelyn Vargas,8172 Blanchard Cliff Apt. 965,Suite 013,New Rebecca,SC,00525,2784699733,samantha65@aguilar.net,NE,HOS,S,R,18757.0,,,2,0,2028-12-30,,,H
100126,Santana-Faulkner,Justin Irwin,0369 Garrett Station,Suite 666,Lake Glenn,DC,25172,5624220102,taylorlinda@english-dominguez.biz,WE,HLT,M,R,45392.0,,,1,0,2025-12-30,2008-03-19,,TH
100127,Cruz-Perez,Adam Jimenez,846 Johnson Camp,,Bushville,OR,63616,2847818913,chloe58@harrison.info,SW,ENR,M,R,60804.0,,,1,0,2004-12-30,,,WN
100128,Roberts-Johnson,Nicole Acosta,79290 Lamb Road Apt. 471,,New Chase,WY,36919,2944401929,josehaynes@white-rose.com,WE,PRO,M,R,65425.0,,,1,0,2024-12-20,,,TH
100129,Monroe Group,Cynthia Alexander,95041 Gary Locks,,Turnerside,IN,50282,7428604765,stephanie69@garrison.com,SE,TEC,E,R,251753.0,,,0,0,2029-12-11,,,WN
100130,"Curry, Navarro and Chapman",George Vaughn,8001 Robert Pine,,Lake Seanbury,VA,37633,3009109391,nicholasgallagher@knight.com,SE,HOS,M,R,71421.0,,,1,0,2011-12-20,,,WN
100131,"Chavez, Carney and Hammond",Mary Carrillo,14066 Ferrell Green Suite 271,Suite 396,Lake Travis,FL,71362,3917410119,ohernandez@fitzpatrick.biz,MW,ENR,E,R,312034.0,,,2,1,1929-12-30,2028-05-09,,WN
100132,"Smith, Zimmerman and Wise",Jared Luna,306 Martinez Plain,,Mathewport,MO,07735,5851743280,omosley@howard.com,WE,PRO,E,R,289715.0,,,2,0,2027-12-30,2020-10-10,,WN
100133,"Allen, Price and Sparks",Kathryn Hanna,05050 Wilson Valley Suite 829,,North Benjamin,FL,64581,7903202041,meyersdaniel@larson-gilbert.com,SW,CON,S,R,12260.0,,,2,0,,2016-09-15,,H
